lr,batch_size,weight_decay,recon_loss_type,chamfer_weight,grad_clip,cls_weight,initialization_method,model_architecture,best_val_acc
0.0001,64,1e-05,mse,1.0,0.5,1.0,xavier_uniform,BPSVAEClassifier,88.79803761242846
5e-05,32,1e-05,mse,1.0,0.5,2.0,xavier_uniform,BPSVAEClassifier_V3_Wider,88.79803761242846
5e-05,32,1e-06,mse,1.0,0.5,1.0,xavier_uniform,BPSVAEClassifier_V3_Wider,88.79803761242846
0.0001,64,1e-06,mse,1.0,0.5,1.0,xavier_uniform,BPSVAEClassifier_V2_Deeper,88.71627146361406
5e-05,64,1e-06,mse,1.0,0.5,2.0,xavier_uniform,BPSVAEClassifier_V2_Deeper,88.71627146361406
0.0001,64,1e-05,mse,1.0,0.5,1.0,xavier_normal,BPSVAEClassifier_V3_Wider,88.71627146361406
0.0001,32,1e-05,mse,0.5,0.5,2.0,xavier_uniform,BPSVAEClassifier_V2_Deeper,88.71627146361406
0.0001,32,1e-05,mse,0.5,0.5,2.0,default,BPSVAEClassifier_V2_Deeper,88.71627146361406
0.0001,64,1e-05,mse,0.5,0.5,2.0,xavier_normal,BPSVAEClassifier,88.71627146361406
5e-05,32,1e-05,mse,1.0,0.5,2.0,xavier_normal,BPSVAEClassifier,88.71627146361406
0.0001,32,1e-06,mse,1.0,0.5,2.0,xavier_uniform,BPSVAEClassifier,88.71627146361406
0.0001,32,1e-05,mse,0.5,0.5,1.0,default,BPSVAEClassifier_V3_Wider,88.71627146361406
5e-05,32,1e-05,mse,0.5,0.5,2.0,default,BPSVAEClassifier_V2_Deeper,88.71627146361406
5e-05,32,1e-05,mse,0.5,0.5,2.0,xavier_uniform,BPSVAEClassifier_V3_Wider,88.71627146361406
0.0001,64,1e-05,mse,0.5,0.5,2.0,default,BPSVAEClassifier_V3_Wider,88.71627146361406
5e-05,32,1e-06,mse,0.5,0.5,1.0,xavier_normal,BPSVAEClassifier_V3_Wider,88.71627146361406
5e-05,64,1e-06,mse,0.5,0.5,1.0,xavier_normal,BPSVAEClassifier_V3_Wider,88.71627146361406
5e-05,64,1e-06,mse,0.5,0.5,1.0,default,BPSVAEClassifier_V3_Wider,88.71627146361406
5e-05,64,1e-05,mse,1.0,0.5,2.0,xavier_normal,BPSVAEClassifier_V2_Deeper,88.71627146361406
5e-05,32,1e-06,mse,1.0,0.5,2.0,xavier_uniform,BPSVAEClassifier_V3_Wider,88.71627146361406
5e-05,32,1e-06,mse,0.5,0.5,1.0,xavier_normal,BPSVAEClassifier_V2_Deeper,88.71627146361406
5e-05,32,1e-06,mse,0.5,0.5,2.0,default,BPSVAEClassifier,88.71627146361406
5e-05,64,1e-05,mse,0.5,0.5,1.0,default,BPSVAEClassifier_V2_Deeper,88.71627146361406
5e-05,64,1e-05,mse,1.0,0.5,1.0,default,BPSVAEClassifier_V3_Wider,88.71627146361406
5e-05,64,1e-05,mse,1.0,0.5,1.0,xavier_uniform,BPSVAEClassifier_V3_Wider,88.63450531479967
5e-05,32,1e-06,mse,1.0,0.5,2.0,xavier_uniform,BPSVAEClassifier,88.63450531479967
0.0001,64,1e-05,mse,0.5,0.5,2.0,xavier_normal,BPSVAEClassifier_V3_Wider,88.63450531479967
5e-05,32,1e-06,mse,0.5,0.5,1.0,xavier_uniform,BPSVAEClassifier,88.63450531479967
0.0001,64,1e-05,mse,1.0,0.5,2.0,xavier_normal,BPSVAEClassifier_V3_Wider,88.63450531479967
0.0001,64,1e-06,mse,1.0,0.5,1.0,xavier_normal,BPSVAEClassifier,88.63450531479967
0.0001,64,1e-06,mse,1.0,0.5,2.0,default,BPSVAEClassifier_V3_Wider,88.63450531479967
0.0001,64,1e-06,mse,0.5,0.5,1.0,default,BPSVAEClassifier_V3_Wider,88.63450531479967
0.0001,64,1e-06,mse,1.0,0.5,1.0,xavier_uniform,BPSVAEClassifier,88.63450531479967
0.0001,32,1e-05,mse,0.5,0.5,1.0,xavier_normal,BPSVAEClassifier_V2_Deeper,88.63450531479967
5e-05,64,1e-06,mse,1.0,0.5,1.0,default,BPSVAEClassifier_V3_Wider,88.63450531479967
0.0001,32,1e-05,mse,0.5,0.5,1.0,xavier_uniform,BPSVAEClassifier_V2_Deeper,88.63450531479967
0.0001,32,1e-06,mse,0.5,0.5,1.0,xavier_normal,BPSVAEClassifier_V3_Wider,88.63450531479967
5e-05,32,1e-06,mse,1.0,0.5,2.0,xavier_uniform,BPSVAEClassifier_V2_Deeper,88.63450531479967
0.0001,32,1e-06,mse,0.5,0.5,2.0,default,BPSVAEClassifier,88.63450531479967
5e-05,64,1e-05,mse,1.0,0.5,2.0,xavier_uniform,BPSVAEClassifier,88.63450531479967
5e-05,64,1e-06,mse,1.0,0.5,1.0,default,BPSVAEClassifier,88.63450531479967
5e-05,64,1e-06,mse,0.5,0.5,2.0,default,BPSVAEClassifier_V3_Wider,88.63450531479967
5e-05,64,1e-06,mse,0.5,0.5,1.0,xavier_normal,BPSVAEClassifier,88.63450531479967
5e-05,64,1e-06,mse,1.0,0.5,2.0,xavier_uniform,BPSVAEClassifier,88.55273916598529
0.0001,64,1e-05,mse,1.0,0.5,1.0,xavier_normal,BPSVAEClassifier_V2_Deeper,88.55273916598529
0.0001,64,1e-05,mse,1.0,0.5,2.0,default,BPSVAEClassifier_V3_Wider,88.55273916598529
0.0001,64,1e-06,mse,1.0,0.5,2.0,default,BPSVAEClassifier_V2_Deeper,88.55273916598529
5e-05,32,1e-05,mse,0.5,0.5,1.0,xavier_uniform,BPSVAEClassifier_V2_Deeper,88.55273916598529
0.0001,32,1e-05,mse,1.0,0.5,1.0,xavier_normal,BPSVAEClassifier,88.55273916598529
5e-05,64,1e-06,mse,0.5,0.5,2.0,default,BPSVAEClassifier_V2_Deeper,88.55273916598529
5e-05,64,1e-06,mse,0.5,0.5,2.0,xavier_normal,BPSVAEClassifier,88.55273916598529
5e-05,64,1e-06,mse,0.5,0.5,2.0,xavier_uniform,BPSVAEClassifier_V2_Deeper,88.55273916598529
5e-05,32,1e-06,mse,0.5,0.5,2.0,xavier_normal,BPSVAEClassifier,88.55273916598529
5e-05,64,1e-05,mse,1.0,0.5,1.0,default,BPSVAEClassifier_V2_Deeper,88.55273916598529
0.0001,32,1e-05,mse,1.0,0.5,2.0,default,BPSVAEClassifier_V2_Deeper,88.47097301717089
5e-05,64,1e-05,mse,1.0,0.5,1.0,xavier_normal,BPSVAEClassifier_V2_Deeper,88.47097301717089
5e-05,32,1e-05,mse,1.0,0.5,2.0,xavier_normal,BPSVAEClassifier_V3_Wider,88.47097301717089
5e-05,32,1e-05,mse,1.0,0.5,2.0,default,BPSVAEClassifier,88.47097301717089
0.0001,32,1e-06,mse,0.5,0.5,1.0,xavier_normal,BPSVAEClassifier,88.47097301717089
0.0001,32,1e-06,mse,1.0,0.5,1.0,xavier_uniform,BPSVAEClassifier_V2_Deeper,88.47097301717089
5e-05,64,1e-05,mse,1.0,0.5,1.0,xavier_uniform,BPSVAEClassifier,88.47097301717089
5e-05,32,1e-06,mse,0.5,0.5,2.0,xavier_uniform,BPSVAEClassifier,88.47097301717089
0.0001,64,1e-05,mse,0.5,0.5,1.0,xavier_uniform,BPSVAEClassifier_V3_Wider,88.47097301717089
0.0001,64,1e-05,mse,1.0,0.5,1.0,default,BPSVAEClassifier,88.47097301717089
0.0001,64,1e-05,mse,1.0,0.5,2.0,xavier_normal,BPSVAEClassifier_V2_Deeper,88.47097301717089
5e-05,64,1e-06,mse,1.0,0.5,2.0,xavier_normal,BPSVAEClassifier_V2_Deeper,88.47097301717089
0.0001,32,1e-05,mse,0.5,0.5,2.0,default,BPSVAEClassifier,88.47097301717089
5e-05,64,1e-06,mse,1.0,0.5,1.0,xavier_normal,BPSVAEClassifier_V3_Wider,88.47097301717089
0.0001,64,1e-06,mse,0.5,0.5,2.0,xavier_normal,BPSVAEClassifier_V2_Deeper,88.47097301717089
0.0001,64,1e-06,mse,0.5,0.5,1.0,xavier_normal,BPSVAEClassifier_V2_Deeper,88.3892068683565
0.0001,64,1e-06,mse,1.0,0.5,2.0,default,BPSVAEClassifier,88.3892068683565
0.0001,64,1e-06,mse,1.0,0.5,2.0,xavier_uniform,BPSVAEClassifier_V2_Deeper,88.3892068683565
5e-05,64,1e-06,mse,0.5,0.5,2.0,xavier_normal,BPSVAEClassifier_V3_Wider,88.3892068683565
5e-05,64,1e-05,mse,0.5,0.5,1.0,xavier_uniform,BPSVAEClassifier_V3_Wider,88.3892068683565
5e-05,64,1e-05,mse,0.5,0.5,2.0,xavier_normal,BPSVAEClassifier,88.3892068683565
0.0001,32,1e-05,mse,1.0,0.5,2.0,xavier_normal,BPSVAEClassifier_V2_Deeper,88.3892068683565
5e-05,32,1e-05,mse,1.0,0.5,1.0,xavier_normal,BPSVAEClassifier,88.3892068683565
5e-05,32,1e-06,mse,0.5,0.5,1.0,default,BPSVAEClassifier,88.3892068683565
5e-05,32,1e-05,mse,1.0,0.5,1.0,default,BPSVAEClassifier_V2_Deeper,88.3892068683565
0.0001,32,1e-05,mse,0.5,0.5,2.0,xavier_uniform,BPSVAEClassifier_V3_Wider,88.3892068683565
5e-05,32,1e-06,mse,1.0,0.5,2.0,xavier_normal,BPSVAEClassifier,88.3892068683565
0.0001,32,1e-06,mse,0.5,0.5,2.0,xavier_normal,BPSVAEClassifier_V2_Deeper,88.3892068683565
0.0001,64,1e-05,mse,0.5,0.5,1.0,default,BPSVAEClassifier_V2_Deeper,88.3892068683565
5e-05,32,1e-06,mse,1.0,0.5,1.0,xavier_uniform,BPSVAEClassifier,88.3892068683565
0.0001,64,1e-05,mse,0.5,0.5,2.0,xavier_uniform,BPSVAEClassifier_V2_Deeper,88.3892068683565
5e-05,64,1e-05,mse,0.5,0.5,2.0,default,BPSVAEClassifier,88.30744071954211
5e-05,64,1e-05,mse,1.0,0.5,2.0,default,BPSVAEClassifier,88.30744071954211
5e-05,64,1e-06,mse,0.5,0.5,1.0,xavier_uniform,BPSVAEClassifier_V2_Deeper,88.30744071954211
0.0001,32,1e-06,mse,0.5,0.5,1.0,default,BPSVAEClassifier,88.30744071954211
0.0001,64,1e-06,mse,0.5,0.5,2.0,xavier_normal,BPSVAEClassifier,88.30744071954211
0.0001,64,1e-06,mse,0.5,0.5,2.0,xavier_normal,BPSVAEClassifier_V3_Wider,88.30744071954211
0.0001,64,1e-06,mse,0.5,0.5,2.0,xavier_uniform,BPSVAEClassifier,88.30744071954211
0.0001,64,1e-06,mse,0.5,0.5,1.0,xavier_uniform,BPSVAEClassifier,88.30744071954211
5e-05,64,1e-06,mse,1.0,0.5,1.0,xavier_normal,BPSVAEClassifier_V2_Deeper,88.30744071954211
5e-05,64,1e-06,mse,1.0,0.5,2.0,xavier_normal,BPSVAEClassifier_V3_Wider,88.30744071954211
5e-05,64,1e-05,mse,1.0,0.5,1.0,xavier_uniform,BPSVAEClassifier_V2_Deeper,88.30744071954211
0.0001,64,1e-05,mse,0.5,0.5,2.0,default,BPSVAEClassifier,88.30744071954211
0.0001,32,1e-06,mse,1.0,0.5,2.0,xavier_normal,BPSVAEClassifier,88.30744071954211
0.0001,32,1e-06,mse,1.0,0.5,2.0,xavier_normal,BPSVAEClassifier_V3_Wider,88.30744071954211
5e-05,32,1e-05,mse,0.5,0.5,2.0,xavier_uniform,BPSVAEClassifier,88.30744071954211
0.0001,64,1e-05,mse,0.5,0.5,2.0,xavier_uniform,BPSVAEClassifier,88.30744071954211
5e-05,32,1e-05,mse,0.5,0.5,2.0,xavier_normal,BPSVAEClassifier,88.30744071954211
5e-05,32,1e-06,mse,0.5,0.5,2.0,xavier_normal,BPSVAEClassifier_V2_Deeper,88.30744071954211
0.0001,32,1e-05,mse,0.5,0.5,1.0,default,BPSVAEClassifier_V2_Deeper,88.22567457072772
0.0001,64,1e-05,mse,1.0,0.5,1.0,default,BPSVAEClassifier_V2_Deeper,88.22567457072772
5e-05,32,1e-05,mse,1.0,0.5,2.0,xavier_uniform,BPSVAEClassifier,88.22567457072772
5e-05,32,1e-05,mse,0.5,0.5,2.0,xavier_normal,BPSVAEClassifier_V2_Deeper,88.22567457072772
5e-05,32,1e-06,mse,0.5,0.5,1.0,xavier_normal,BPSVAEClassifier,88.22567457072772
5e-05,32,1e-06,mse,1.0,0.5,1.0,default,BPSVAEClassifier_V2_Deeper,88.22567457072772
5e-05,32,1e-06,mse,1.0,0.5,1.0,default,BPSVAEClassifier,88.22567457072772
5e-05,32,1e-05,mse,0.5,0.5,1.0,xavier_normal,BPSVAEClassifier,88.22567457072772
5e-05,32,1e-05,mse,0.5,0.5,2.0,default,BPSVAEClassifier,88.22567457072772
5e-05,32,1e-06,mse,1.0,0.5,2.0,default,BPSVAEClassifier_V2_Deeper,88.22567457072772
5e-05,64,1e-05,mse,0.5,0.5,2.0,xavier_uniform,BPSVAEClassifier_V2_Deeper,88.22567457072772
5e-05,64,1e-06,mse,0.5,0.5,1.0,default,BPSVAEClassifier_V2_Deeper,88.22567457072772
0.0001,32,1e-06,mse,1.0,0.5,2.0,xavier_normal,BPSVAEClassifier_V2_Deeper,88.22567457072772
0.0001,64,1e-06,mse,0.5,0.5,1.0,default,BPSVAEClassifier,88.22567457072772
5e-05,64,1e-06,mse,1.0,0.5,1.0,xavier_uniform,BPSVAEClassifier_V2_Deeper,88.22567457072772
0.0001,64,1e-06,mse,1.0,0.5,2.0,xavier_normal,BPSVAEClassifier,88.22567457072772
0.0001,64,1e-06,mse,0.5,0.5,1.0,xavier_normal,BPSVAEClassifier,88.14390842191332
5e-05,32,1e-06,mse,0.5,0.5,1.0,xavier_uniform,BPSVAEClassifier_V2_Deeper,88.14390842191332
5e-05,32,1e-06,mse,0.5,0.5,1.0,xavier_uniform,BPSVAEClassifier_V3_Wider,88.14390842191332
5e-05,32,1e-06,mse,1.0,0.5,2.0,default,BPSVAEClassifier,88.14390842191332
5e-05,64,1e-05,mse,0.5,0.5,1.0,xavier_uniform,BPSVAEClassifier,88.14390842191332
5e-05,64,1e-06,mse,0.5,0.5,2.0,xavier_normal,BPSVAEClassifier_V2_Deeper,88.14390842191332
