lr,batch_size,weight_decay,recon_loss_type,chamfer_weight,grad_clip,cls_weight,initialization_method,model_architecture,best_val_acc
0.0001,64,1e-06,mse,1.0,0.5,1.0,xavier_uniform,BPSVAEClassifier_V2_Deeper,78.82352941176471
0.0001,32,1e-06,mse,1.0,0.5,1.0,xavier_uniform,BPSVAEClassifier,78.82352941176471
0.0001,64,1e-05,mse,1.0,0.5,2.0,default,BPSVAEClassifier_V3_Wider,78.82352941176471
0.0001,32,1e-05,mse,0.5,0.5,2.0,default,BPSVAEClassifier,78.82352941176471
0.0001,64,1e-05,mse,1.0,0.5,1.0,default,BPSVAEClassifier_V3_Wider,78.82352941176471
0.0001,32,1e-05,mse,1.0,0.5,1.0,default,BPSVAEClassifier,78.23529411764706
0.0001,32,1e-05,mse,1.0,0.5,1.0,default,BPSVAEClassifier_V3_Wider,78.23529411764706
5e-05,64,1e-05,mse,1.0,0.5,2.0,xavier_normal,BPSVAEClassifier,78.23529411764706
5e-05,64,1e-06,mse,0.5,0.5,1.0,default,BPSVAEClassifier_V2_Deeper,78.23529411764706
5e-05,32,1e-06,mse,0.5,0.5,2.0,default,BPSVAEClassifier_V2_Deeper,78.23529411764706
5e-05,32,1e-06,mse,1.0,0.5,1.0,default,BPSVAEClassifier,78.23529411764706
5e-05,32,1e-06,mse,1.0,0.5,2.0,default,BPSVAEClassifier,78.23529411764706
5e-05,32,1e-06,mse,1.0,0.5,1.0,xavier_normal,BPSVAEClassifier_V2_Deeper,78.23529411764706
5e-05,32,1e-06,mse,1.0,0.5,2.0,default,BPSVAEClassifier_V3_Wider,78.23529411764706
0.0001,32,1e-05,mse,1.0,0.5,2.0,xavier_normal,BPSVAEClassifier_V3_Wider,78.23529411764706
0.0001,32,1e-05,mse,1.0,0.5,2.0,xavier_uniform,BPSVAEClassifier_V3_Wider,78.23529411764706
5e-05,64,1e-05,mse,0.5,0.5,1.0,default,BPSVAEClassifier_V3_Wider,78.23529411764706
0.0001,32,1e-06,mse,0.5,0.5,2.0,default,BPSVAEClassifier_V3_Wider,78.23529411764706
0.0001,32,1e-06,mse,0.5,0.5,1.0,xavier_normal,BPSVAEClassifier_V3_Wider,78.23529411764706
5e-05,64,1e-05,mse,0.5,0.5,2.0,default,BPSVAEClassifier,78.23529411764706
0.0001,32,1e-06,mse,0.5,0.5,1.0,xavier_uniform,BPSVAEClassifier,78.23529411764706
5e-05,64,1e-05,mse,1.0,0.5,2.0,default,BPSVAEClassifier_V3_Wider,78.23529411764706
5e-05,64,1e-05,mse,1.0,0.5,2.0,default,BPSVAEClassifier_V2_Deeper,78.23529411764706
5e-05,64,1e-05,mse,1.0,0.5,2.0,default,BPSVAEClassifier,78.23529411764706
5e-05,64,1e-05,mse,1.0,0.5,1.0,xavier_normal,BPSVAEClassifier_V2_Deeper,78.23529411764706
5e-05,64,1e-06,mse,1.0,0.5,1.0,default,BPSVAEClassifier_V2_Deeper,78.23529411764706
5e-05,64,1e-06,mse,0.5,0.5,2.0,default,BPSVAEClassifier,78.23529411764706
0.0001,32,1e-05,mse,1.0,0.5,2.0,default,BPSVAEClassifier_V2_Deeper,78.23529411764706
5e-05,64,1e-06,mse,0.5,0.5,1.0,xavier_normal,BPSVAEClassifier_V2_Deeper,78.23529411764706
0.0001,32,1e-06,mse,1.0,0.5,1.0,default,BPSVAEClassifier_V3_Wider,78.23529411764706
5e-05,32,1e-05,mse,1.0,0.5,2.0,default,BPSVAEClassifier,78.23529411764706
0.0001,32,1e-06,mse,0.5,0.5,2.0,xavier_uniform,BPSVAEClassifier,78.23529411764706
0.0001,32,1e-06,mse,0.5,0.5,2.0,xavier_normal,BPSVAEClassifier_V2_Deeper,78.23529411764706
5e-05,32,1e-05,mse,1.0,0.5,1.0,xavier_normal,BPSVAEClassifier_V2_Deeper,78.23529411764706
0.0001,32,1e-06,mse,1.0,0.5,1.0,xavier_uniform,BPSVAEClassifier_V3_Wider,78.23529411764706
5e-05,32,1e-05,mse,1.0,0.5,2.0,xavier_uniform,BPSVAEClassifier_V3_Wider,78.23529411764706
0.0001,32,1e-06,mse,1.0,0.5,2.0,default,BPSVAEClassifier,78.23529411764706
5e-05,32,1e-05,mse,1.0,0.5,2.0,xavier_normal,BPSVAEClassifier,78.23529411764706
5e-05,32,1e-06,mse,0.5,0.5,2.0,default,BPSVAEClassifier,78.23529411764706
5e-05,32,1e-06,mse,0.5,0.5,1.0,default,BPSVAEClassifier,78.23529411764706
5e-05,32,1e-06,mse,0.5,0.5,1.0,xavier_normal,BPSVAEClassifier_V2_Deeper,78.23529411764706
0.0001,64,1e-06,mse,1.0,0.5,1.0,default,BPSVAEClassifier_V2_Deeper,78.23529411764706
0.0001,64,1e-06,mse,1.0,0.5,1.0,xavier_normal,BPSVAEClassifier_V3_Wider,78.23529411764706
5e-05,32,1e-05,mse,0.5,0.5,1.0,xavier_uniform,BPSVAEClassifier_V2_Deeper,78.23529411764706
0.0001,64,1e-06,mse,1.0,0.5,2.0,default,BPSVAEClassifier_V3_Wider,78.23529411764706
5e-05,32,1e-05,mse,0.5,0.5,1.0,xavier_uniform,BPSVAEClassifier_V3_Wider,78.23529411764706
5e-05,32,1e-05,mse,0.5,0.5,2.0,default,BPSVAEClassifier,78.23529411764706
0.0001,64,1e-05,mse,0.5,0.5,1.0,default,BPSVAEClassifier_V3_Wider,78.23529411764706
0.0001,32,1e-06,mse,1.0,0.5,2.0,default,BPSVAEClassifier_V2_Deeper,78.23529411764706
5e-05,32,1e-05,mse,1.0,0.5,1.0,default,BPSVAEClassifier_V2_Deeper,78.23529411764706
5e-05,32,1e-05,mse,1.0,0.5,1.0,default,BPSVAEClassifier,78.23529411764706
0.0001,64,1e-05,mse,0.5,0.5,1.0,xavier_uniform,BPSVAEClassifier,78.23529411764706
0.0001,64,1e-06,mse,0.5,0.5,2.0,xavier_uniform,BPSVAEClassifier,78.23529411764706
0.0001,64,1e-06,mse,0.5,0.5,1.0,xavier_uniform,BPSVAEClassifier_V2_Deeper,78.23529411764706
0.0001,64,1e-06,mse,0.5,0.5,2.0,default,BPSVAEClassifier_V2_Deeper,78.23529411764706
0.0001,64,1e-06,mse,0.5,0.5,2.0,xavier_normal,BPSVAEClassifier_V2_Deeper,78.23529411764706
0.0001,64,1e-06,mse,1.0,0.5,1.0,default,BPSVAEClassifier,78.23529411764706
0.0001,64,1e-05,mse,1.0,0.5,2.0,xavier_uniform,BPSVAEClassifier_V2_Deeper,78.23529411764706
0.0001,64,1e-05,mse,1.0,0.5,2.0,xavier_normal,BPSVAEClassifier_V2_Deeper,78.23529411764706
0.0001,64,1e-05,mse,0.5,0.5,1.0,xavier_normal,BPSVAEClassifier_V3_Wider,78.23529411764706
0.0001,64,1e-05,mse,0.5,0.5,2.0,xavier_normal,BPSVAEClassifier_V2_Deeper,78.23529411764706
0.0001,64,1e-06,mse,0.5,0.5,2.0,xavier_uniform,BPSVAEClassifier_V3_Wider,78.23529411764706
5e-05,64,1e-06,mse,1.0,0.5,2.0,xavier_uniform,BPSVAEClassifier_V2_Deeper,78.23529411764706
5e-05,64,1e-06,mse,1.0,0.5,2.0,xavier_normal,BPSVAEClassifier_V2_Deeper,78.23529411764706
0.0001,64,1e-05,mse,1.0,0.5,2.0,default,BPSVAEClassifier,78.23529411764706
5e-05,64,1e-06,mse,1.0,0.5,2.0,default,BPSVAEClassifier_V2_Deeper,78.23529411764706
5e-05,64,1e-06,mse,1.0,0.5,2.0,default,BPSVAEClassifier_V3_Wider,78.23529411764706
0.0001,32,1e-05,mse,0.5,0.5,2.0,default,BPSVAEClassifier_V3_Wider,78.23529411764706
0.0001,32,1e-05,mse,0.5,0.5,2.0,xavier_normal,BPSVAEClassifier,78.23529411764706
0.0001,32,1e-05,mse,0.5,0.5,2.0,default,BPSVAEClassifier_V2_Deeper,78.23529411764706
0.0001,32,1e-05,mse,0.5,0.5,1.0,xavier_normal,BPSVAEClassifier_V3_Wider,78.23529411764706
0.0001,32,1e-05,mse,0.5,0.5,1.0,xavier_uniform,BPSVAEClassifier,78.23529411764706
0.0001,32,1e-05,mse,0.5,0.5,1.0,default,BPSVAEClassifier_V3_Wider,78.23529411764706
0.0001,32,1e-05,mse,0.5,0.5,1.0,default,BPSVAEClassifier,77.64705882352942
0.0001,32,1e-05,mse,0.5,0.5,1.0,default,BPSVAEClassifier_V2_Deeper,77.64705882352942
0.0001,32,1e-05,mse,0.5,0.5,1.0,xavier_uniform,BPSVAEClassifier_V2_Deeper,77.64705882352942
0.0001,32,1e-05,mse,0.5,0.5,1.0,xavier_normal,BPSVAEClassifier_V2_Deeper,77.64705882352942
0.0001,32,1e-05,mse,0.5,0.5,2.0,xavier_uniform,BPSVAEClassifier_V2_Deeper,77.64705882352942
0.0001,32,1e-05,mse,0.5,0.5,2.0,xavier_uniform,BPSVAEClassifier_V3_Wider,77.64705882352942
5e-05,64,1e-06,mse,1.0,0.5,2.0,default,BPSVAEClassifier,77.64705882352942
0.0001,64,1e-05,mse,1.0,0.5,2.0,xavier_uniform,BPSVAEClassifier,77.64705882352942
0.0001,64,1e-05,mse,0.5,0.5,2.0,xavier_uniform,BPSVAEClassifier,77.64705882352942
0.0001,64,1e-06,mse,0.5,0.5,1.0,default,BPSVAEClassifier_V2_Deeper,77.64705882352942
0.0001,64,1e-05,mse,0.5,0.5,2.0,default,BPSVAEClassifier_V2_Deeper,77.64705882352942
0.0001,64,1e-05,mse,0.5,0.5,2.0,default,BPSVAEClassifier,77.64705882352942
0.0001,64,1e-05,mse,1.0,0.5,1.0,xavier_normal,BPSVAEClassifier_V2_Deeper,77.64705882352942
0.0001,64,1e-06,mse,0.5,0.5,1.0,default,BPSVAEClassifier,77.64705882352942
5e-05,32,1e-05,mse,0.5,0.5,1.0,xavier_uniform,BPSVAEClassifier,77.64705882352942
5e-05,32,1e-05,mse,0.5,0.5,1.0,default,BPSVAEClassifier_V2_Deeper,77.64705882352942
0.0001,64,1e-06,mse,1.0,0.5,1.0,xavier_uniform,BPSVAEClassifier_V3_Wider,77.64705882352942
0.0001,64,1e-06,mse,1.0,0.5,1.0,xavier_normal,BPSVAEClassifier_V2_Deeper,77.64705882352942
0.0001,64,1e-06,mse,1.0,0.5,2.0,default,BPSVAEClassifier,77.64705882352942
0.0001,64,1e-06,mse,1.0,0.5,2.0,xavier_normal,BPSVAEClassifier_V3_Wider,77.64705882352942
0.0001,64,1e-06,mse,0.5,0.5,2.0,default,BPSVAEClassifier,77.64705882352942
0.0001,64,1e-06,mse,0.5,0.5,1.0,xavier_normal,BPSVAEClassifier_V2_Deeper,77.64705882352942
0.0001,64,1e-06,mse,0.5,0.5,2.0,xavier_normal,BPSVAEClassifier,77.64705882352942
0.0001,64,1e-06,mse,1.0,0.5,1.0,xavier_uniform,BPSVAEClassifier,77.64705882352942
0.0001,64,1e-06,mse,0.5,0.5,1.0,xavier_uniform,BPSVAEClassifier_V3_Wider,77.64705882352942
0.0001,64,1e-06,mse,0.5,0.5,1.0,xavier_normal,BPSVAEClassifier,77.64705882352942
0.0001,64,1e-05,mse,1.0,0.5,1.0,xavier_uniform,BPSVAEClassifier_V2_Deeper,77.64705882352942
0.0001,64,1e-05,mse,1.0,0.5,1.0,xavier_uniform,BPSVAEClassifier_V3_Wider,77.64705882352942
0.0001,64,1e-05,mse,1.0,0.5,1.0,default,BPSVAEClassifier_V2_Deeper,77.64705882352942
0.0001,64,1e-05,mse,1.0,0.5,1.0,default,BPSVAEClassifier,77.64705882352942
0.0001,64,1e-05,mse,0.5,0.5,2.0,xavier_normal,BPSVAEClassifier,77.64705882352942
0.0001,64,1e-05,mse,0.5,0.5,2.0,xavier_uniform,BPSVAEClassifier_V3_Wider,77.64705882352942
5e-05,64,1e-05,mse,0.5,0.5,1.0,default,BPSVAEClassifier,77.64705882352942
5e-05,64,1e-05,mse,0.5,0.5,1.0,default,BPSVAEClassifier_V2_Deeper,77.64705882352942
0.0001,32,1e-05,mse,1.0,0.5,2.0,xavier_normal,BPSVAEClassifier,77.64705882352942
5e-05,64,1e-05,mse,0.5,0.5,1.0,xavier_uniform,BPSVAEClassifier_V3_Wider,77.64705882352942
0.0001,32,1e-06,mse,0.5,0.5,1.0,default,BPSVAEClassifier_V2_Deeper,77.64705882352942
0.0001,32,1e-06,mse,0.5,0.5,1.0,xavier_uniform,BPSVAEClassifier_V3_Wider,77.64705882352942
5e-05,32,1e-06,mse,0.5,0.5,1.0,xavier_uniform,BPSVAEClassifier_V2_Deeper,77.64705882352942
5e-05,32,1e-06,mse,0.5,0.5,1.0,default,BPSVAEClassifier_V3_Wider,77.64705882352942
5e-05,32,1e-06,mse,1.0,0.5,2.0,xavier_normal,BPSVAEClassifier_V2_Deeper,77.64705882352942
5e-05,32,1e-06,mse,1.0,0.5,1.0,xavier_normal,BPSVAEClassifier,77.64705882352942
5e-05,32,1e-06,mse,1.0,0.5,2.0,xavier_uniform,BPSVAEClassifier_V2_Deeper,77.64705882352942
5e-05,32,1e-06,mse,1.0,0.5,2.0,xavier_uniform,BPSVAEClassifier_V3_Wider,77.64705882352942
5e-05,32,1e-06,mse,0.5,0.5,2.0,xavier_uniform,BPSVAEClassifier,77.64705882352942
5e-05,32,1e-06,mse,1.0,0.5,1.0,xavier_normal,BPSVAEClassifier_V3_Wider,77.64705882352942
5e-05,32,1e-06,mse,1.0,0.5,1.0,default,BPSVAEClassifier_V2_Deeper,77.64705882352942
5e-05,32,1e-06,mse,1.0,0.5,1.0,default,BPSVAEClassifier_V3_Wider,77.64705882352942
0.0001,32,1e-06,mse,1.0,0.5,1.0,default,BPSVAEClassifier_V2_Deeper,77.64705882352942
5e-05,32,1e-05,mse,1.0,0.5,2.0,xavier_normal,BPSVAEClassifier_V3_Wider,77.64705882352942
0.0001,64,1e-05,mse,0.5,0.5,1.0,xavier_uniform,BPSVAEClassifier_V2_Deeper,77.64705882352942
0.0001,64,1e-05,mse,0.5,0.5,1.0,xavier_normal,BPSVAEClassifier_V2_Deeper,77.64705882352942
0.0001,32,1e-06,mse,0.5,0.5,2.0,xavier_uniform,BPSVAEClassifier_V2_Deeper,77.64705882352942
0.0001,32,1e-06,mse,0.5,0.5,2.0,xavier_normal,BPSVAEClassifier,77.64705882352942
0.0001,32,1e-06,mse,1.0,0.5,1.0,default,BPSVAEClassifier,77.64705882352942
5e-05,32,1e-05,mse,1.0,0.5,2.0,default,BPSVAEClassifier_V2_Deeper,77.64705882352942
0.0001,32,1e-06,mse,1.0,0.5,2.0,xavier_uniform,BPSVAEClassifier_V2_Deeper,77.64705882352942
0.0001,32,1e-06,mse,1.0,0.5,2.0,xavier_uniform,BPSVAEClassifier_V3_Wider,77.64705882352942
0.0001,64,1e-05,mse,0.5,0.5,1.0,default,BPSVAEClassifier,77.64705882352942
0.0001,32,1e-06,mse,1.0,0.5,2.0,xavier_normal,BPSVAEClassifier_V3_Wider,77.64705882352942
0.0001,64,1e-05,mse,0.5,0.5,1.0,default,BPSVAEClassifier_V2_Deeper,77.64705882352942
5e-05,32,1e-05,mse,0.5,0.5,2.0,xavier_uniform,BPSVAEClassifier_V2_Deeper,77.64705882352942
5e-05,32,1e-05,mse,0.5,0.5,2.0,default,BPSVAEClassifier_V2_Deeper,77.64705882352942
5e-05,32,1e-05,mse,0.5,0.5,2.0,default,BPSVAEClassifier_V3_Wider,77.64705882352942
5e-05,64,1e-06,mse,0.5,0.5,1.0,xavier_uniform,BPSVAEClassifier,77.64705882352942
5e-05,64,1e-06,mse,0.5,0.5,1.0,default,BPSVAEClassifier,77.64705882352942
0.0001,32,1e-05,mse,0.5,0.5,2.0,xavier_normal,BPSVAEClassifier_V3_Wider,77.64705882352942
5e-05,64,1e-05,mse,0.5,0.5,2.0,xavier_uniform,BPSVAEClassifier_V3_Wider,77.64705882352942
5e-05,64,1e-05,mse,1.0,0.5,1.0,xavier_uniform,BPSVAEClassifier,77.64705882352942
0.0001,32,1e-05,mse,1.0,0.5,1.0,xavier_normal,BPSVAEClassifier,77.64705882352942
0.0001,32,1e-05,mse,1.0,0.5,1.0,xavier_uniform,BPSVAEClassifier_V3_Wider,77.64705882352942
0.0001,32,1e-05,mse,1.0,0.5,1.0,xavier_normal,BPSVAEClassifier_V2_Deeper,77.64705882352942
5e-05,64,1e-06,mse,0.5,0.5,2.0,default,BPSVAEClassifier_V2_Deeper,77.64705882352942
5e-05,64,1e-06,mse,0.5,0.5,2.0,default,BPSVAEClassifier_V3_Wider,77.64705882352942
5e-05,64,1e-06,mse,0.5,0.5,2.0,xavier_normal,BPSVAEClassifier_V3_Wider,77.64705882352942
5e-05,64,1e-06,mse,0.5,0.5,2.0,xavier_uniform,BPSVAEClassifier_V3_Wider,77.64705882352942
0.0001,32,1e-05,mse,1.0,0.5,2.0,default,BPSVAEClassifier_V3_Wider,77.64705882352942
0.0001,32,1e-05,mse,1.0,0.5,2.0,xavier_uniform,BPSVAEClassifier_V2_Deeper,77.64705882352942
0.0001,32,1e-05,mse,0.5,0.5,2.0,xavier_normal,BPSVAEClassifier_V2_Deeper,77.64705882352942
0.0001,32,1e-05,mse,1.0,0.5,2.0,default,BPSVAEClassifier,77.64705882352942
5e-05,64,1e-05,mse,0.5,0.5,1.0,xavier_normal,BPSVAEClassifier_V3_Wider,77.64705882352942
0.0001,32,1e-06,mse,0.5,0.5,1.0,default,BPSVAEClassifier,77.64705882352942
5e-05,64,1e-05,mse,1.0,0.5,1.0,default,BPSVAEClassifier,77.64705882352942
5e-05,64,1e-05,mse,0.5,0.5,2.0,xavier_normal,BPSVAEClassifier_V3_Wider,77.64705882352942
5e-05,64,1e-05,mse,1.0,0.5,1.0,default,BPSVAEClassifier_V3_Wider,77.64705882352942
5e-05,64,1e-06,mse,1.0,0.5,1.0,xavier_uniform,BPSVAEClassifier_V3_Wider,77.05882352941177
0.0001,32,1e-05,mse,0.5,0.5,1.0,xavier_normal,BPSVAEClassifier,77.05882352941177
5e-05,64,1e-06,mse,1.0,0.5,2.0,xavier_uniform,BPSVAEClassifier,77.05882352941177
0.0001,64,1e-06,mse,0.5,0.5,1.0,xavier_uniform,BPSVAEClassifier,77.05882352941177
0.0001,64,1e-06,mse,1.0,0.5,2.0,default,BPSVAEClassifier_V2_Deeper,77.05882352941177
0.0001,64,1e-06,mse,0.5,0.5,2.0,xavier_uniform,BPSVAEClassifier_V2_Deeper,77.05882352941177
5e-05,32,1e-05,mse,0.5,0.5,1.0,default,BPSVAEClassifier,77.05882352941177
0.0001,64,1e-05,mse,1.0,0.5,1.0,xavier_uniform,BPSVAEClassifier,77.05882352941177
0.0001,64,1e-05,mse,0.5,0.5,2.0,xavier_uniform,BPSVAEClassifier_V2_Deeper,77.05882352941177
0.0001,32,1e-05,mse,0.5,0.5,2.0,xavier_uniform,BPSVAEClassifier,77.05882352941177
0.0001,32,1e-05,mse,0.5,0.5,1.0,xavier_uniform,BPSVAEClassifier_V3_Wider,77.05882352941177
5e-05,64,1e-06,mse,1.0,0.5,1.0,default,BPSVAEClassifier,77.05882352941177
0.0001,32,1e-05,mse,1.0,0.5,1.0,xavier_uniform,BPSVAEClassifier_V2_Deeper,77.05882352941177
0.0001,32,1e-05,mse,1.0,0.5,1.0,xavier_uniform,BPSVAEClassifier,77.05882352941177
0.0001,32,1e-05,mse,1.0,0.5,2.0,xavier_uniform,BPSVAEClassifier,77.05882352941177
5e-05,64,1e-06,mse,0.5,0.5,1.0,default,BPSVAEClassifier_V3_Wider,77.05882352941177
5e-05,64,1e-05,mse,0.5,0.5,2.0,xavier_normal,BPSVAEClassifier_V2_Deeper,77.05882352941177
5e-05,64,1e-05,mse,1.0,0.5,2.0,xavier_normal,BPSVAEClassifier_V3_Wider,77.05882352941177
5e-05,64,1e-05,mse,1.0,0.5,1.0,xavier_normal,BPSVAEClassifier_V3_Wider,77.05882352941177
0.0001,32,1e-06,mse,0.5,0.5,2.0,default,BPSVAEClassifier_V2_Deeper,77.05882352941177
5e-05,64,1e-05,mse,0.5,0.5,2.0,default,BPSVAEClassifier_V3_Wider,77.05882352941177
0.0001,64,1e-06,mse,1.0,0.5,1.0,xavier_normal,BPSVAEClassifier,77.05882352941177
0.0001,64,1e-06,mse,1.0,0.5,2.0,xavier_normal,BPSVAEClassifier_V2_Deeper,77.05882352941177
0.0001,64,1e-06,mse,1.0,0.5,2.0,xavier_normal,BPSVAEClassifier,77.05882352941177
0.0001,64,1e-06,mse,1.0,0.5,2.0,xavier_uniform,BPSVAEClassifier_V2_Deeper,77.05882352941177
0.0001,64,1e-06,mse,1.0,0.5,2.0,xavier_uniform,BPSVAEClassifier_V3_Wider,77.05882352941177
5e-05,32,1e-05,mse,0.5,0.5,1.0,default,BPSVAEClassifier_V3_Wider,77.05882352941177
5e-05,64,1e-06,mse,1.0,0.5,2.0,xavier_uniform,BPSVAEClassifier_V3_Wider,77.05882352941177
0.0001,64,1e-05,mse,1.0,0.5,2.0,xavier_normal,BPSVAEClassifier,77.05882352941177
5e-05,64,1e-06,mse,1.0,0.5,2.0,xavier_normal,BPSVAEClassifier_V3_Wider,77.05882352941177
0.0001,64,1e-05,mse,1.0,0.5,1.0,xavier_normal,BPSVAEClassifier_V3_Wider,77.05882352941177
5e-05,64,1e-06,mse,1.0,0.5,1.0,xavier_uniform,BPSVAEClassifier,77.05882352941177
5e-05,32,1e-06,mse,1.0,0.5,2.0,xavier_normal,BPSVAEClassifier_V3_Wider,77.05882352941177
5e-05,32,1e-06,mse,0.5,0.5,2.0,xavier_normal,BPSVAEClassifier,77.05882352941177
5e-05,32,1e-06,mse,1.0,0.5,1.0,xavier_uniform,BPSVAEClassifier_V2_Deeper,77.05882352941177
5e-05,32,1e-06,mse,0.5,0.5,2.0,xavier_uniform,BPSVAEClassifier_V3_Wider,77.05882352941177
5e-05,32,1e-06,mse,1.0,0.5,2.0,xavier_uniform,BPSVAEClassifier,77.05882352941177
0.0001,64,1e-05,mse,0.5,0.5,1.0,xavier_normal,BPSVAEClassifier,77.05882352941177
0.0001,32,1e-06,mse,1.0,0.5,2.0,xavier_normal,BPSVAEClassifier_V2_Deeper,77.05882352941177
5e-05,32,1e-05,mse,1.0,0.5,2.0,xavier_uniform,BPSVAEClassifier_V2_Deeper,77.05882352941177
5e-05,32,1e-05,mse,1.0,0.5,1.0,xavier_uniform,BPSVAEClassifier_V2_Deeper,77.05882352941177
5e-05,32,1e-05,mse,0.5,0.5,2.0,xavier_uniform,BPSVAEClassifier,77.05882352941177
0.0001,32,1e-06,mse,1.0,0.5,2.0,xavier_uniform,BPSVAEClassifier,77.05882352941177
5e-05,32,1e-06,mse,0.5,0.5,2.0,xavier_uniform,BPSVAEClassifier_V2_Deeper,77.05882352941177
0.0001,32,1e-06,mse,1.0,0.5,1.0,xavier_normal,BPSVAEClassifier,77.05882352941177
5e-05,32,1e-05,mse,1.0,0.5,2.0,xavier_normal,BPSVAEClassifier_V2_Deeper,77.05882352941177
0.0001,32,1e-06,mse,1.0,0.5,1.0,xavier_normal,BPSVAEClassifier_V2_Deeper,77.05882352941177
5e-05,32,1e-05,mse,0.5,0.5,2.0,xavier_normal,BPSVAEClassifier,77.05882352941177
0.0001,32,1e-06,mse,1.0,0.5,2.0,xavier_normal,BPSVAEClassifier,77.05882352941177
5e-05,32,1e-05,mse,0.5,0.5,2.0,xavier_normal,BPSVAEClassifier_V3_Wider,77.05882352941177
5e-05,32,1e-06,mse,0.5,0.5,2.0,default,BPSVAEClassifier_V3_Wider,77.05882352941177
0.0001,32,1e-06,mse,1.0,0.5,1.0,xavier_normal,BPSVAEClassifier_V3_Wider,77.05882352941177
5e-05,32,1e-06,mse,0.5,0.5,1.0,xavier_uniform,BPSVAEClassifier_V3_Wider,77.05882352941177
0.0001,32,1e-06,mse,0.5,0.5,2.0,default,BPSVAEClassifier,77.05882352941177
0.0001,32,1e-05,mse,1.0,0.5,2.0,xavier_normal,BPSVAEClassifier_V2_Deeper,77.05882352941177
5e-05,64,1e-05,mse,1.0,0.5,1.0,default,BPSVAEClassifier_V2_Deeper,77.05882352941177
0.0001,32,1e-06,mse,0.5,0.5,1.0,xavier_normal,BPSVAEClassifier_V2_Deeper,77.05882352941177
0.0001,32,1e-06,mse,0.5,0.5,1.0,xavier_uniform,BPSVAEClassifier_V2_Deeper,77.05882352941177
5e-05,64,1e-05,mse,0.5,0.5,1.0,xavier_normal,BPSVAEClassifier,77.05882352941177
5e-05,64,1e-05,mse,1.0,0.5,1.0,xavier_uniform,BPSVAEClassifier_V2_Deeper,77.05882352941177
5e-05,64,1e-06,mse,0.5,0.5,2.0,xavier_uniform,BPSVAEClassifier_V2_Deeper,76.47058823529412
0.0001,32,1e-05,mse,1.0,0.5,1.0,xavier_normal,BPSVAEClassifier_V3_Wider,76.47058823529412
5e-05,64,1e-06,mse,0.5,0.5,1.0,xavier_uniform,BPSVAEClassifier_V2_Deeper,76.47058823529412
5e-05,32,1e-05,mse,0.5,0.5,1.0,xavier_normal,BPSVAEClassifier,76.47058823529412
